,id,text,favorite_count,retweet_count,created_at
783,1028961674500472832,Invest now! Climate Change and the Cost of Capital in Developing Countries https://t.co/M0wRowCRUo via @YouTube,1,1,2018-08-13 11:09:15+00:00
784,1028961460876009474,RT @EDONSW: 'Our client Groundswell Gloucester says the business as usual approach to coal in Australia won’t protect current &amp; future gene…,0,16,2018-08-13 11:08:24+00:00
785,1028961213319798784,RT @janeva56: @KKeneally @mackaysuzie @Barnaby_Joyce if I ever see you in kmart I will explain to you why I am concerned about climate chan…,0,5,2018-08-13 11:07:25+00:00
786,1028961435815006213,RT @ikkyg: FACT: There will never be meaningful climate change policy in Australia while Tony Abbott is the member for Warringah #warringah…,0,7,2018-08-13 11:08:18+00:00
787,1028961618837889024,"RT @amy_mcsweeny: ""It's like swimming 15 English Channels back to back"" - listen to @LewisPugh talk about his endurance swim, and read @Ply…",0,1,2018-08-13 11:09:01+00:00
788,1028961625720672256,"RT @ABC: Rising temperatures linked to climate change are making wildfires larger, more dangerous and more expensive to fight, experts say.…",0,149,2018-08-13 11:09:03+00:00
789,1028961913730998272,Climate change may not mean certain death for some corals. https://t.co/oMYba4j1H6 #climatechange,1,0,2018-08-13 11:10:12+00:00
790,1028962316090572806,"RT @franklinavenue: In case you haven't read it yet, perhaps the most important piece of reporting you'll read all year: https://t.co/1zoXx…",0,471,2018-08-13 11:11:48+00:00
791,1028962193201610752,"uhmmm---NO! seen this? 100 Solutions to
Reverse Global Warming  https://t.co/2WKQoOYsly https://t.co/nQU6cYdKlk",1,0,2018-08-13 11:11:18+00:00
792,1028962091733057538,‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️ https://t.co/pHYZjeB7a0,1,0,2018-08-13 11:10:54+00:00
793,1028961969846476800,"@SkyNewsAust @chriskkenny I think you give Chairman Mal too much credit, the bloke is full on sky is falling, globa… https://t.co/UKEdMx8lis",0,0,2018-08-13 11:10:25+00:00
794,1028962338366545920,"RT @Peters_Glen: It is always a good reminder to see how the global average temperature has changed over the last 150 years...

https://t.c…",0,136,2018-08-13 11:11:53+00:00
795,1028962120426127360,@tessgarcia SANA sa sunod pumili tayo ng pangulo na ang plata porma ay environmental development at climate change.… https://t.co/KYe5R5ZhRz,2,0,2018-08-13 11:11:01+00:00
796,1028962177389092864,"So, you say global warming is not real? Explain this! https://t.co/SRRndnmhPn #chorradicas #feedly",0,0,2018-08-13 11:11:14+00:00
797,1028961996820099072,RT @PlymUniNews: Listen to @PlymUni Honorary Doctorate recipient @LewisPugh on @BBCr4today as he reaches the next stage of his ultimate end…,0,15,2018-08-13 11:10:31+00:00
798,1028962366652932096,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 11:12:00+00:00
799,1028961984073486337,RT @ClimateReality: Have you ever wondered about the connection between climate change and extreme weather? Here’s what you need to know: h…,0,21,2018-08-13 11:10:28+00:00
800,1028962046409420800,RT @MikeSav47032563: Inequality and climate change. Why we need to build a politics linking social with environmental sustainability....  h…,0,13,2018-08-13 11:10:43+00:00
801,1028962140244201472,USA: Climate change and wildfires – how do we know if there is a link? https://t.co/KA0y4VoHEh,0,0,2018-08-13 11:11:06+00:00
802,1028961791576039424,RT @Ocasio2018: 1st time female candidate makes small slip on a budgetary figure during extemporaneous interview: “This girl is SO uninform…,0,8911,2018-08-13 11:09:42+00:00
803,1028961853370712064,RT @ClimateReality: #ClimateChange adds fuel to wildfires in the US West by making them more likely and more severe https://t.co/GPChxnNUM4,0,114,2018-08-13 11:09:57+00:00
804,1028962393827811334,"RT @PaulEDawson: BOOM - Green is Bigger than Oil and Growing..... 

“No longer a loose concept the green economy is now a measurable and de…",0,127,2018-08-13 11:12:06+00:00
805,1028961877618044929,"#Climate change and #wildfires – how do we know if there is a link? https://t.co/QUBGRWOrcI via @ConversationUS ""Gl… https://t.co/5AwLao98SC",1,0,2018-08-13 11:10:03+00:00
806,1028961759045013504,"RT @PrysorWilliams: Farmers - please complete and RT! 
Ffermwyr - cwblhewch ac aildrydarwch hwn, ogydda! https://t.co/oRhVdhprtA",0,7,2018-08-13 11:09:35+00:00
807,1028962029405519872,"RT @MichaelAvenatti: An excellent piece by @LATstevelopez. Trump continues to deny that climate change is real because he doesn’t read, the…",0,3763,2018-08-13 11:10:39+00:00
808,1028962118324965376,"A season of superlatives, The hottest, the driest, the most intense. #ClimateChangeIsReal @UNDPClimate @ScheuerJo… https://t.co/BWq8WiMqEI",1,1,2018-08-13 11:11:00+00:00
809,1028961914532110336,"Care homes should be more resilient to heatwaves, MPs say. Climate change will mean more extreme weather which we’l… https://t.co/1TgaUNGd7C",0,0,2018-08-13 11:10:12+00:00
810,1028961964414971904,"yuh all jumping on this  much too  late reviewing  Feb 6, 2013 data 
no excitement to me 
 
The fascinating interse… https://t.co/KUO6fvsdrz",0,1,2018-08-13 11:10:24+00:00
811,1028962011110100992,RT @SadhguruJV: Afforestation on riparian lands will not only help mitigate climate change but will revitalize rivers &amp; boost farmers' inco…,0,1094,2018-08-13 11:10:35+00:00
812,1028961967501979648,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 11:10:24+00:00
813,1028962220242350080,"@greenewable @AnnCoulter Snowball = global warming doesn’t exist. 

Jeff Bezos declared richest man = there is no p… https://t.co/84L9hpIvrV",0,0,2018-08-13 11:11:25+00:00
814,1028961897687728130,@CostaCoffee giving free coffee out in Liverpool in single use plastic cups which are now littering the streets.… https://t.co/0dpp8ZtAcX,0,0,2018-08-13 11:10:08+00:00
815,1028962033998483457,"RT @PrysorWilliams: Farmers - please complete and RT! 
Ffermwyr - cwblhewch ac aildrydarwch hwn, ogydda! https://t.co/oRhVdhprtA",0,7,2018-08-13 11:10:40+00:00
816,1028962068538552320,"RT @PlanetCool: The HOTTEST month EVER was July... 

The mainstream media covered these extreme weather conditions 127 times -- but only me…",0,58,2018-08-13 11:10:48+00:00
817,1028962413457145856,Good thing it's not in America where we deny climate change. It'd be a McDonald's by now. https://t.co/cvHqkXbLJZ,1,0,2018-08-13 11:12:11+00:00
818,1028961761393664001,RT @SadhguruJV: Afforestation on riparian lands will not only help mitigate climate change but will revitalize rivers &amp; boost farmers' inco…,0,1094,2018-08-13 11:09:35+00:00
819,1028961981687058433,RT @myGridGB: If this petition passes I’ll make a credible and more detailed proposition on how I think my petition should be implemented.…,0,3,2018-08-13 11:10:28+00:00
820,1028961961315315713,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 11:10:23+00:00
821,1028962365256228867,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4512,2018-08-13 11:11:59+00:00
822,1028961771846074368,Pacific People’s Input Missing from NZ Climate Change Consultation https://t.co/Rs1YqFCW1q https://t.co/V4SEkkyx6A,0,0,2018-08-13 11:09:38+00:00
823,1028962255650664450,"I watched First Reformed last week and I cannot stop thinking about how it is now possible to mine affecting, reson… https://t.co/LVgiZUgrB0",1,0,2018-08-13 11:11:33+00:00
824,1028962119155249152,"RT @EddyJokovich: Climate change shows Australian politics at its worst. Opportunists, idiots, morons, MPs acting in bad faith, price gougi…",0,194,2018-08-13 11:11:01+00:00
825,1028961898555994113,"A hopeful story against desertification and climate change.
 https://t.co/dEtIPTmSYC",0,0,2018-08-13 11:10:08+00:00
826,1028961783464120320,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 11:09:41+00:00
827,1028961763616800768,"RT @KateVsTheWorld: Them: omg nerds are upset over video games! 

Also them: Omg the new Doom made a joke about demon pronouns! 
*50 posts…",0,149,2018-08-13 11:09:36+00:00
828,1028962159085142016,RT @bachirismael: Thx to @UoMPolicy for the interest and support. Together we can do great https://t.co/zT8Wz8lBsN,0,8,2018-08-13 11:11:10+00:00
829,1028961916096524289,RT @PlymUniNews: Listen to @PlymUni Honorary Doctorate recipient @LewisPugh on @BBCr4today as he reaches the next stage of his ultimate end…,0,15,2018-08-13 11:10:12+00:00
830,1028962131121717250,"RT @crystalline_02: Ice caps are melting, global warming is increasing, pollution is rising, and species are dying—We only have one Earth—I…",0,575,2018-08-13 11:11:03+00:00
831,1028962137765363712,India: Cities flooded as climate change leads to short bursts of intense rain https://t.co/oWypoPAX9Z,0,0,2018-08-13 11:11:05+00:00
832,1028962217658482688,RT @ToolangiForest: A great day of action for our message of “Dear Dan”! Toolangi community &amp; friends joined together to respectfully ask @…,0,35,2018-08-13 11:11:24+00:00
833,1028961948182958080,♼ENVIRONMENTAL Literacy* https://t.co/sDS7yaHqhR #climatechange #environment,0,0,2018-08-13 11:10:20+00:00
834,1028961900720271361,RT @ClimateReality: #ClimateChange adds fuel to wildfires in the US West by making them more likely and more severe https://t.co/GPChxnNUM4,0,114,2018-08-13 11:10:08+00:00
835,1028961924590043136,RT @SmithsonianMag: Prospects are looking up for the nation’s first climate change refugees in Louisiana. https://t.co/A4lPsGSjR5,0,3,2018-08-13 11:10:14+00:00
836,1028962180987727873,RT @PaulEDawson: Policies that choke off fossil fuels at their origin — shutting down mines and wells; banning new ones; opting against new…,0,396,2018-08-13 11:11:15+00:00
837,1028961908387459072,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4512,2018-08-13 11:10:10+00:00
838,1028962172267913216,"Richmond Fed,  ""[However,] rising temperatures could reduce overall growth of U.S. economic output by as much as on… https://t.co/QeEWucEsmN",0,0,2018-08-13 11:11:13+00:00
839,1028962252618125313,"RT @plus_socialgood: In Uganda, #drones are being used to support refugees, improve agriculture, and fight climate change. Learn more here:…",0,5,2018-08-13 11:11:32+00:00
840,1028961890771378177,#SmartDissent Week In Review (2/4): ‘Super Polluting’ Trucks Receive Loophole on @ScottPruittOK’s Last Day… https://t.co/CU40Ko2f3I,1,1,2018-08-13 11:10:06+00:00
841,1028962263913455616,How to green the world's deserts and reverse climate change | Allan Savory https://t.co/yDmeiNyPY6 via @YouTube,1,0,2018-08-13 11:11:35+00:00
842,1028962242601992198,RT @unisdr: The fascinating intersection between #resilience #urbanplanning #development basic services and #climatechange. #SendaiFramewor…,0,20,2018-08-13 11:11:30+00:00
843,1028961747368124417,RT @FAOfish: Did you miss the launch of our Impacts of #climatechange on #fisheries and #aquaculture publication during #COFI33 week in Rom…,0,94,2018-08-13 11:09:32+00:00
844,1028961808936325127,RT @JustinMikulka: If only there was a catchy name for this.....#keepitintheground https://t.co/KY8ggjGIUX,0,1,2018-08-13 11:09:47+00:00
845,1028962356376875008,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4512,2018-08-13 11:11:57+00:00
846,1028962039819948033,Ecosystems across Australia are collapsing under climate change https://t.co/tTzpw6wLdw,0,2,2018-08-13 11:10:42+00:00
847,1028962063488634880,RT @PaulPolman: “We do not inherit the Earth from our ancestors. We borrow it from our children.” Inspired by these young voices petitionin…,0,36,2018-08-13 11:10:47+00:00
848,1028962376614375426,BGU's Dr Sarah Hemstock has been involved in a new publication focused on improving communication on the subject of… https://t.co/VBp5Q6nDXR,1,0,2018-08-13 11:12:02+00:00
849,1028962338332962817,"RT @sauvonsleclimat: TOP 10 ACTIONS YOU CAN TAKE TO FIGHT CLIMATE CHANGE
by @SavOurPla
https://t.co/jhlZ3j2ZCt https://t.co/oAZbbLnc6A",0,4,2018-08-13 11:11:53+00:00
850,1028961874585546752,"RT @COVE_Ocean: G7 Environment, Energy and Oceans Ministers meeting will be held in Halifax, Nova Scotia, from September 19 to 21, 2018
#G7…",0,8,2018-08-13 11:10:02+00:00
851,1028961970819620864,RT @sccscot: Great news - @scottishlabour pledge to end Scotland's contribution to #climatechange by 2050 and to reduce our emissions faste…,0,28,2018-08-13 11:10:25+00:00
852,1028962648103088130,@annajhenderson @politicsabc I was in Kmart yesterday but my needing new coathangers and a wok did not change my views on climate change.,0,0,2018-08-13 11:13:07+00:00
853,1028962430578253825,“...climate change could erase as much as 6 points off U.S. GDP by the end of the century. Climate change will also… https://t.co/ne29FXZr0B,0,0,2018-08-13 11:12:15+00:00
854,1028962664217751552,RT @dougmcneall: One of the most certain aspects of climate change is that it will surely get hotter in many places. And it'll be worse ove…,0,15,2018-08-13 11:13:11+00:00
855,1028962574736523265,RT @jeffthompsonmd: Communicating its harmful effects on health is one of our greatest opportunities to educate and motivate the public to…,0,2,2018-08-13 11:12:49+00:00
856,1028962848880373760,The latest Scuba News and Ocean Conservation! https://t.co/kwI8TuS2f9 Thanks to @FishMonsterFLK @fourth_element… https://t.co/GWhVMoV5be,0,0,2018-08-13 11:13:55+00:00
857,1028962666042335232,"@SkyNewsAust @chriskkenny #climate change IS HAPPENING!

Anyone doing anything to avert it is to be applauded.

Con… https://t.co/cy8RIEzq0z",1,0,2018-08-13 11:13:11+00:00
858,1028962826487062530,RT @PaulPolman: “We do not inherit the Earth from our ancestors. We borrow it from our children.” Inspired by these young voices petitionin…,0,36,2018-08-13 11:13:49+00:00
859,1028962636224974848,"Fantastic news - and much needed boost for #MondayMotivation

@scottishlabour pledge to end Scotland's contribution… https://t.co/0vQJwZTw9I",8,4,2018-08-13 11:13:04+00:00
860,1028962632621903872,"RT @BenPennings: #Adani are visiting our schools! Materials include ""a fact sheet on mining and the environment that fails to mention clima…",0,111,2018-08-13 11:13:03+00:00
861,1028963090329559042,RT @PeterFurth: It is simply impossible for an affluent society to avoid crippling congestion without congestion charge. It’s a law of econ…,0,107,2018-08-13 11:14:52+00:00
862,1028962645825572864,"RT @alex_randall: ""Indigenous peoples have the world’s smallest carbon footprint, and are the least responsible for our climate crisis. Yet…",0,13,2018-08-13 11:13:06+00:00
863,1028962980342444033,RT @Stevewal63: The ocean is cooking off the Southern California coast. Here's why. #climatechange  https://t.co/NH9T8C5JBQ,0,4,2018-08-13 11:14:26+00:00
864,1028963000139567105,RT @ClimateReality: #ClimateChange adds fuel to wildfires in the US West by making them more likely and more severe https://t.co/GPChxnNUM4,0,114,2018-08-13 11:14:31+00:00
865,1028962685025759232,"RT @DrLucyJones: Of course we don't understand everything about climate change. We do know:
1. We've added CO2 to the atmosphere
2. CO2 hol…",0,131,2018-08-13 11:13:15+00:00
866,1028962863610621953,"RT @The_ManishSood: If you are really an Indian who loves their motherland India, if you are bored n angry at the way this govt is function…",0,176,2018-08-13 11:13:58+00:00
867,1028962629958524934,"RT @Peters_Glen: It is always a good reminder to see how the global average temperature has changed over the last 150 years...

https://t.c…",0,136,2018-08-13 11:13:02+00:00
868,1028963001380954112,"RT @The_ManishSood: If you are really an Indian who loves their motherland India, if you are bored n angry at the way this govt is function…",0,176,2018-08-13 11:14:31+00:00
869,1028962547305795584,RT @smartdissent: #SmartDissent Week In Review (2/4): ‘Super Polluting’ Trucks Receive Loophole on @ScottPruittOK’s Last Day https://t.co/3…,0,1,2018-08-13 11:12:43+00:00
870,1028962467844640769,Time for action Mr. President @realDonaldTrump I know you think NBC is a fakenews channel but look who are all back… https://t.co/l9B2GCWLTv,0,0,2018-08-13 11:12:24+00:00
871,1028962934318194688,RT @MrDenmore: If there’s a definition of insanity it’s Australia’s policies on climate change being disrupted for a decade by wilfully ign…,0,125,2018-08-13 11:14:15+00:00
872,1028962558508785666,@AodhBC @creedcnw Of course but IFA won't say 'we overstocked and caused a significant amount of the problem throug… https://t.co/Ru3G5o8M6J,0,0,2018-08-13 11:12:45+00:00
873,1028962752490921984,RT @TaodeHaas: @bradelaide @cousincat I was in Kmart the other day and I do care about the Paris agreement and anything else that addresses…,0,1,2018-08-13 11:13:32+00:00
874,1028962854425092096,aaaaaah another thread 😍 https://t.co/N3Rik51eSO,0,0,2018-08-13 11:13:56+00:00
875,1028962954039967754,"RT @ArcsTweets: @scottsantens @bill_of_lefts Just heard on the news playbacks of  #RichardRussesl that towards the end he said ""chalk it up…",0,2,2018-08-13 11:14:20+00:00
876,1028962754030448642,"RT @TheGreenNews_ie: Over four days next January, the High Court will hear a case brought by @FIEIRELAND against the Government for alleged…",0,7,2018-08-13 11:13:32+00:00
877,1028962809810305024,RT @ForLovenFreedom: @ici_cam @Lila33 @TurnbullMalcolm That further explains the #HushMoney Malcolm paid to the farmers to keep them dumb &amp;…,0,7,2018-08-13 11:13:45+00:00
878,1028963048776785920,#climatechange https://t.co/CevqDPagn2,0,1,2018-08-13 11:14:42+00:00
879,1028962651592896513,"RT @INCIndia: After 'inventing' yoga and disproving climate change, checkout how Modiji has redefined science! https://t.co/VsVTW1z0OO",0,1391,2018-08-13 11:13:07+00:00
880,1028962434076168192,"Riddle me this. If, after Hell freezes over, I have a frontal lobotomy and join the @Greens, what would I do? Prote… https://t.co/8tvihTDI9l",3,0,2018-08-13 11:12:16+00:00
881,1028962961916870656,"RT @RightToEnergy: We often focus on winter energy poverty, but 1 in 5 in the EU cannot afford to keep their homes cool in the summer. 🌇
An…",0,30,2018-08-13 11:14:21+00:00
882,1028962584672649216,"I actively review where products are made, what they consist of &amp; care deeply about the environmental crisis arrivi… https://t.co/9hay0g3LgW",0,0,2018-08-13 11:12:52+00:00
883,1028962504054124546,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 11:12:32+00:00
884,1028962771541606400,RT @armyxculture: hey I think this is important. Hmm how do we approach this discussion? https://t.co/36TFTR0XwS,0,3,2018-08-13 11:13:36+00:00
885,1028962484776923137,"RT @INCIndia: After 'inventing' yoga and disproving climate change, checkout how Modiji has redefined science! https://t.co/VsVTW1z0OO",0,1391,2018-08-13 11:12:28+00:00
886,1028962652918231041,RT @SadhguruJV: Afforestation on riparian lands will not only help mitigate climate change but will revitalize rivers &amp; boost farmers' inco…,0,1094,2018-08-13 11:13:08+00:00
887,1028962795931557889,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 11:13:42+00:00
888,1028962798561308672,Inequality and climate change. This is why environmental sociology is important in the climate change debate.… https://t.co/61j9fv5JxU,11,10,2018-08-13 11:13:43+00:00
889,1028962872116830208,The costs of green energy have fallen rapidly in recent years. As part of @CANWestMids we are pleased to promote th… https://t.co/68AbZrKvJz,1,1,2018-08-13 11:14:00+00:00
890,1028962775425474560,"RT @alex_randall: ""Indigenous peoples have the world’s smallest carbon footprint, and are the least responsible for our climate crisis. Yet…",0,13,2018-08-13 11:13:37+00:00
891,1028962870137184257,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 11:14:00+00:00
892,1028962956996952064,RT @CarbonBubble: Credit to Natasha Landell-Mills of @sarasinpartners whose FT article prompted the debate: 'We need to know about #oil com…,0,3,2018-08-13 11:14:20+00:00
893,1028963023262691329,"RT @business: Facing $17 billion in fire damages, a CEO blames climate change https://t.co/XoFatCUWX8",0,44,2018-08-13 11:14:36+00:00
894,1028962884133507072,"A domino effect of climate processes could lead to a ""hothouse Earth"" #globalwarming #ClimateChange… https://t.co/W0rF38rv1J",1,0,2018-08-13 11:14:03+00:00
895,1028962472961748992,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 11:12:25+00:00
896,1028962656617746433,"For answers on #climatechange, look to the stars  https://t.co/nEm4myg8Xr",0,0,2018-08-13 11:13:09+00:00
897,1028962563143348224,"RT @Peters_Glen: It is always a good reminder to see how the global average temperature has changed over the last 150 years...

https://t.c…",0,136,2018-08-13 11:12:46+00:00
898,1028962418582532096,RT @labourlewis: In trying to save the planet from #climatechange we might just change global politics forever&gt;top read here from ⁦@davidwe…,0,44,2018-08-13 11:12:12+00:00
899,1028962598430146561,"@nytimes Global warming is attacking more than ever in all continents. We, must be prepared to face higher temperatures to come.",0,0,2018-08-13 11:12:55+00:00
900,1028962820669550593,RT @PaulPolman: “We do not inherit the Earth from our ancestors. We borrow it from our children.” Inspired by these young voices petitionin…,0,36,2018-08-13 11:13:48+00:00
901,1028962606466379776,"RT @JusticePartyUT: ""The assumption that what currently exists must necessarily exist is the acid that corrodes all visionary thinking.” —B…",0,4,2018-08-13 11:12:57+00:00
902,1028962600888033280,"RT @Peters_Glen: It is always a good reminder to see how the global average temperature has changed over the last 150 years...

https://t.c…",0,136,2018-08-13 11:12:55+00:00
903,1028962522043506688,"Exterminismo a través del aire acondicionado -todo un concepto.

https://t.co/bgG4h2V0Jh",7,2,2018-08-13 11:12:37+00:00
904,1028962860242747393,"RT @aDissentient: Suddenly, as if by magic, global warming promoters decide that weather events tell us nothing about climate. https://t.co…",0,5,2018-08-13 11:13:57+00:00
905,1028963003167899648,RT @TheNationalUAE: The Middle East faces a double risk as climate change accelerates https://t.co/PXSWEiI7W4 https://t.co/3VQJ5uJBLR,0,2,2018-08-13 11:14:31+00:00
906,1028962834477019136,"Bert Cattermole@bertcat 37
I want Turnip face to know that I go to Kmart and sometimes the pub and it doesn't stop… https://t.co/FSHWtN4PwR",20,6,2018-08-13 11:13:51+00:00
907,1028962454175268864,RT @Triplejay58: Please ask 2GB to put Tony Abbott in a booth with an atmosphere that is 50% carbon dioxide. When he dies a few minutes lat…,0,115,2018-08-13 11:12:20+00:00
908,1028963018074411009,RT @ElaineGilligan: Why I won't give up on Preston New Road @tinalouiseUK @NoFrackLancs #NoFracking https://t.co/3scbuEHDEb via @friends_ea…,0,9,2018-08-13 11:14:35+00:00
909,1028962528444002304,"@Conservatives you must be so proud of your ""conservative values"". ""What do it donors want us to do?"" https://t.co/5uO3bpje8Q",0,0,2018-08-13 11:12:38+00:00
910,1028962784959062016,RT @wendyzuk: For Aussies wondering what's causing the #drought. It's not rocket science. It's climate change. And it's not going away. htt…,0,21,2018-08-13 11:13:39+00:00
911,1028963097246089216,RT @carolina_weid: Brazil hits climate change target three years early https://t.co/AnLXl0bvJZ via @brazilgovnews,0,1,2018-08-13 11:14:54+00:00
912,1028962945500307457,Secrecy is rife within this govt and LNP party. 1st role of Fed ICAC must be to investigate the huge amounts of $$$… https://t.co/I0aPpEQrTW,0,0,2018-08-13 11:14:18+00:00
913,1028963012428922881,RT @nytimes: Humans almost saved the planet from climate change 30 years ago. This is the story of how we failed: a tragedy in 2 acts.,0,496,2018-08-13 11:14:34+00:00
914,1028962758178394114,"RT @PaulEDawson: BOOM - Green is Bigger than Oil and Growing..... 

“No longer a loose concept the green economy is now a measurable and de…",0,127,2018-08-13 11:13:33+00:00
915,1028962971421163520,RT @SadhguruJV: Afforestation on riparian lands will not only help mitigate climate change but will revitalize rivers &amp; boost farmers' inco…,0,1094,2018-08-13 11:14:24+00:00
916,1028962525256151040,RT @ClimateReality: #ClimateChange adds fuel to wildfires in the US West by making them more likely and more severe https://t.co/GPChxnNUM4,0,114,2018-08-13 11:12:37+00:00
917,1028962648946167808,"@NewLeibniz When I'm waking up, before I read the Guardian's latest global warming news about what cities are like… https://t.co/MkEUBjndgI",2,0,2018-08-13 11:13:07+00:00
918,1028962771273170944,Ignore the climate change deniers. California’s hellish summer really is a grave warning. Leading the way on educat… https://t.co/a6Xfa1Fj2s,0,0,2018-08-13 11:13:36+00:00
919,1028962773668114433,Climate change in the Anthropocene: An unstoppable drive to Hothouse Earth? https://t.co/cEVT5g0fnZ,0,0,2018-08-13 11:13:37+00:00
920,1028962841569636353,"RT @McnairMira: @Jim_Pembroke @OzMyHomeMAC Like giving half a billion to big tobacco to reduce smoking.......that's great.
But wasn't Lucy…",0,3,2018-08-13 11:13:53+00:00
921,1028962738687668224,RT @ClimateReality: #ClimateChange adds fuel to wildfires in the US West by making them more likely and more severe https://t.co/GPChxnNUM4,0,114,2018-08-13 11:13:28+00:00
922,1028962674871128064,@GeneJHarrisCB @RepDwightEvans This isn't the same topic as next week's forecast by your local weather person. Scie… https://t.co/YXR1Heqk6p,0,0,2018-08-13 11:13:13+00:00
923,1028962652347920384,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 11:13:08+00:00
924,1028963080968044544,There are no fake news about #globalwarming and #climatechange. Temperatures raised in the last century in all the… https://t.co/H5CZetRJ1U,0,0,2018-08-13 11:14:50+00:00
925,1028962998524751872,"RT @aDissentient: ""The scientific literature on disasters and climate change continues to be at extreme odds with frequent public represent…",0,12,2018-08-13 11:14:30+00:00
926,1028963105227907073,RT @EVMaps: @myGridGB We've seen so many houses being built locally and it's distressing to see not one single one with solar panels as sta…,0,1,2018-08-13 11:14:56+00:00
927,1028962635637813248,"RT @PrysorWilliams: Farmers - please complete and RT! 
Ffermwyr - cwblhewch ac aildrydarwch hwn, ogydda! https://t.co/oRhVdhprtA",0,7,2018-08-13 11:13:04+00:00
928,1028962959249367040,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 11:14:21+00:00
929,1028963302297284608,RT @FAOfish: Did you miss the launch of our Impacts of #climatechange on #fisheries and #aquaculture publication during #COFI33 week in Rom…,0,94,2018-08-13 11:15:43+00:00
930,1028963227193856005,RT @MrDenmore: If there’s a definition of insanity it’s Australia’s policies on climate change being disrupted for a decade by wilfully ign…,0,125,2018-08-13 11:15:25+00:00
931,1028963650923425792,"RT @FrasierHarry: @tarastrong World Health Organisation - '#Bacon, Ham &amp; Sausages as big a #Cancer threat as Smoking.' 
#NHS #Vegan #Climat…",0,1,2018-08-13 11:17:06+00:00
932,1028963469138321410,@EmersenLee @reallyandrea Wait! There's more! 🤓 https://t.co/9ZlymGjZwJ,1,0,2018-08-13 11:16:22+00:00
933,1028963351034978305,"@WyssFoundation @HOMMENVIRONMENT @AP This is bad news!! With them, [ the loss of the Baobob trees], will go centuri… https://t.co/9DYZ0lKVyq",0,0,2018-08-13 11:15:54+00:00
934,1028963567792402432,"It is happening in Kerala and Himachal
Heavy rains more than expected
Deluge like situation
#ClimateChange is on ou… https://t.co/b96LgdIle7",0,0,2018-08-13 11:16:46+00:00
935,1028963133979848709,One of the largest banks issued an alarming warning that Earth is running out of the resources to sustain life… https://t.co/QUG27G7Txf,1,1,2018-08-13 11:15:03+00:00
936,1028963110671929346,RT @Babs73561697: @armyxculture @BTS_twt I’m curious about environmental awareness. I see many social topics being discussed but not a lot…,0,1,2018-08-13 11:14:57+00:00
937,1028963277018210304,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 11:15:37+00:00
938,1028963529339097088,"RT @ProfTerryHughes: If you look closely at this photo - virtually all of the staghorn and tabular corals are dead, killed by back-to-back…",0,26,2018-08-13 11:16:37+00:00
939,1028963516282224641,RT @PaulEDawson: Policies that choke off fossil fuels at their origin — shutting down mines and wells; banning new ones; opting against new…,0,396,2018-08-13 11:16:34+00:00
940,1028963558086860801,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 11:16:44+00:00
941,1028963633244635137,"RT @JusticePartyUT: ""The assumption that what currently exists must necessarily exist is the acid that corrodes all visionary thinking.” —B…",0,4,2018-08-13 11:17:02+00:00
942,1028963542047883265,Good example of what might not be very smart in the SW as it becomes more arid under climate change and runs into s… https://t.co/jpP3ap7jE2,1,0,2018-08-13 11:16:40+00:00
